52863|28589|0
12389|20631|-1
8732|202071|-1
4262|60269|-1
37353|328043|0
60319|52320|0
36678|45474|0
14061|15589|0
3352|57140|-1
9498|45749|-1
174|8954|-1
50245|53708|0
33920|20144|0
28757|37468|0
12731|15605|0
7632|24115|0
23106|265234|0
293|10702|-1
11670|40867|0
199599|41185|-1
34790|48526|0
37497|205402|0
266039|16735|0
7018|25783|-1
8220|8659|-1
58511|9022|0
4826|13917|0
61287|25091|0
203649|205739|-1
4323|17178|0
57344|31083|-1
266131|265222|-1
29884|4323|0
52873|52532|0
266060|23106|0
16083|52016|-1
52937|263508|0
32590|8426|0
21559|46869|-1
54994|51185|0
33491|29717|-1
51088|6939|0
9029|31019|0
265260|263651|0
3356|22681|-1
265496|14840|0
3267|28800|-1
48526|15447|0
47987|135103|-1
21548|54672|-1
3356|29297|-1
266254|52863|0
2588|37963|-1
39931|9002|0
1251|262981|-1
9498|58682|0
5769|26198|-1
3561|19623|-1
15547|44020|0
12849|31133|0
8492|25091|0
6762|47377|0
174|25466|-1
266322|266318|-1
9002|37009|0
45629|2613|0
61221|34019|0
19551|7922|0
3356|30622|-1
17978|9902|0
8455|24940|0
24904|13237|0
20225|394451|-1
2854|35354|-1
18747|61493|-1
18106|14361|0
30132|35320|0
19108|62592|-1
2914|59077|-1
262612|20940|0
6939|206162|-1
57463|60362|0
1836|8966|0
57356|37100|0
1299|15570|-1
63927|45494|0
27064|5972|1
4323|395942|-1
262595|262317|0
31100|31007|-1
23815|17514|0
43996|4589|0
263152|265030|0
37100|41059|0
18403|131408|-1
174|16557|-1
48452|24950|-1
44041|8492|0
174|395528|-1
18101|151|-1
29076|44622|-1
27851|28051|-1
6830|28905|-1
12843|31735|-1
54234|10546|-1
9189|34457|-1
50746|25091|0
5390|15435|0
34224|198765|-1
200161|29479|0
5409|6661|0
16265|50031|-1
26615|262760|-1
20485|49128|-1
52688|52870|-1
198554|41811|0
26785|4181|0
174|393515|-1
34772|12301|0
53732|5645|0
9211|45012|-1
2899|46833|-1
263152|263089|0
1836|197763|-1
203851|14061|0
28757|45352|0
5518|51955|-1
53059|52863|0
29314|199810|-1
28220|266084|0
20849|12779|0
59959|57463|0
14537|12290|0
39326|204222|-1
56704|13335|0
262317|262394|0
209|36596|-1
4788|24514|-1
36008|24482|0
20473|61107|-1
31972|9505|0
41552|16347|0
63457|29696|-1
21021|8468|0
47836|29075|0
54113|262317|0
15169|57111|0
22742|29867|-1
264020|1916|0
263152|262715|0
3549|21789|-1
28220|263285|0
262589|27988|0
6939|24594|-1
134548|4635|0
9505|133107|0
18106|45561|0
7018|63144|-1
5511|37090|-1
20804|57905|-1
2914|13901|-1
25933|11284|0
29636|41811|0
3303|47299|-1
3549|61829|-1
23673|24516|0
3329|197189|-1
9299|16477|-1
53652|100|-1
11232|47097|-1
264911|263459|0
41095|197071|0
6772|199178|-1
52863|52516|0
174|12835|-1
263151|262317|0
64252|11817|-1
59318|45348|-1
6939|34572|-1
55818|47872|0
3255|8492|0
262868|264268|0
328013|328145|0
21195|197436|-1
577|25689|-1
4637|17975|-1
39923|38880|0
4741|23925|1
19366|55291|-1
9002|51314|-1
40387|1224|-1
4755|17541|-1
9680|14537|0
37474|112|0
59689|44994|0
37153|23156|-1
6939|18616|-1
50083|18106|0
13094|47530|-1
8513|20764|0
22652|21724|0
174|44099|-1
263274|264911|0
8220|25255|0
3223|57497|-1
31477|43777|-1
28349|53067|0
32743|18187|-1
263152|266453|0
262757|28126|0
46887|20339|-1
7018|13737|-1
6461|19966|-1
8708|24858|-1
9002|59516|-1
37662|4558|-1
199995|57330|-1
2914|134684|-1
44034|18106|0
12713|1836|0
263276|262354|0
267613|23106|0
328145|328057|0
3257|59827|-1
50763|10848|0
206264|15435|0
34695|49463|0
6128|30566|-1
6939|59670|-1
9584|38792|-1
8426|20799|0
201776|42239|-1
47474|197104|-1
262989|61656|-1
8928|3291|1
3549|24232|-1
59729|29067|-1
6453|12129|-1
9121|58109|-1
262605|262757|0
33891|196922|-1
25159|196764|-1
22548|6507|0
45489|30844|0
3356|29575|-1
62081|34393|-1
49463|559|0
174|36190|-1
54048|32635|-1
2914|14609|-1
47920|49671|-1
21101|58308|0
12389|57277|-1
43070|198564|-1
41221|8926|1
23673|134089|0
174|54614|-1
37271|2484|0
31019|200023|0
51028|50923|0
39591|34177|0
11404|11090|0
15547|39737|0
58580|6939|0
6830|34040|-1
10103|17555|-1
32354|26282|0
42525|51377|-1
263651|28299|0
3215|49328|-1
15557|29372|1
3356|3914|-1
135905|45544|-1
57344|31019|0
174|36796|-1
35179|34224|0
44158|47789|-1
24516|9745|0
15301|3549|0
9318|10167|-1
20484|15804|-1
266560|16735|0
28571|262775|0
6939|56682|-1
52863|262489|0
3352|201976|-1
63199|37468|0
12722|39678|-1
1798|53597|0
27978|6429|-1
2914|24429|-1
5580|15703|0
262900|61819|-1
34309|45352|0
28267|53070|0
37100|48519|0
41692|6663|0
58299|43350|0
13285|14537|0
20616|35775|-1
47541|14537|0
6762|15570|0
45458|45642|-1
53094|1916|0
24482|12684|0
174|55960|-1
59689|199483|0
9498|5087|-1
8708|15520|-1
23106|266042|-1
59318|133941|-1
13789|394183|-1
33763|13237|0
50304|34019|0
49808|13237|0
18101|3738|-1
47622|39351|0
10910|25781|-1
263075|262417|0
7018|40889|-1
13030|27589|0
263960|52720|0
53152|53070|0
34019|31383|0
13760|19930|0
6939|12042|-1
8331|60085|-1
18101|132941|-1
18881|262826|-1
5400|31262|-1
54098|26512|-1
262775|262757|0
266084|53070|0
8359|42541|0
13999|265575|-1
31195|198973|-1
45352|41000|0
58678|135771|-1
29687|57619|-1
174|59019|-1
3269|41827|-1
12849|57463|0
19893|40639|-1
1299|57862|-1
8492|8788|0
1267|29535|0
21127|5567|-1
4589|12969|0
12741|34324|-1
200161|205828|-1
8359|57629|-1
1239|30699|-1
3216|21479|-1
28683|327818|-1
264322|266389|-1
14061|8487|0
24785|51849|-1
34224|15935|0
7474|45333|-1
14840|265950|0
15435|51088|0
262317|263444|0
16875|4323|0
264359|52873|0
28716|41095|0
45588|137464|-1
13285|8586|-1
39351|37564|0
8580|60346|-1
19930|19653|0
8468|28876|0
3257|58453|-1
42708|6730|0
198290|13285|0
62044|8426|0
37652|37100|0
3356|393339|-1
9905|38153|-1
265885|16735|0
198721|16347|0
12552|50020|0
5645|55081|0
202954|18106|0
27034|27065|1
35518|196651|-1
1299|22442|-1
5580|16795|-1
6939|17374|-1
4826|54588|0
12552|37560|-1
41095|36997|-1
25795|60217|-1
47232|5580|0
25596|37497|0
58511|41692|0
1299|203443|-1
43578|34224|0
262668|1916|0
264382|262317|0
1916|61709|0
8218|6866|0
16735|266534|0
5578|24727|-1
134104|4826|0
28571|14840|0
6461|188|-1
9398|7575|0
8492|38984|0
19016|30517|0
12179|2712|-1
262150|264692|-1
8492|23939|0
12491|35091|-1
8167|61745|-1
10310|1798|0
24313|7575|0
8641|25379|-1
701|394246|-1
10429|262541|-1
264911|264381|0
6461|32948|-1
20473|38504|-1
51405|42|0
6459|22044|-1
262706|262317|0
2497|9505|0
3549|21070|-1
1916|262323|0
5580|36385|-1
264538|6939|0
6939|14627|-1
35320|60953|-1
52786|263152|0
8615|35768|-1
22822|13193|0
38182|18106|0
53828|35788|0
8218|198018|0
14551|52863|0
6777|48173|0
29285|49380|1
3216|25549|-1
31216|29301|-1
12989|577|0
16735|266409|0
37100|28929|0
52858|22381|0
263164|16735|0
52908|262317|0
20960|34891|-1
7342|27544|-1
28571|42385|0
58511|49362|0
58226|202109|0
12083|27217|-1
5580|12586|-1
263508|52320|0
38880|133534|0
812|16941|-1
22548|264101|0
1267|3356|0
28929|2906|0
10026|62660|-1
3356|7921|-1
3549|262594|-1
337|306|1
3356|14916|-1
43646|60001|-1
45400|17869|-1
58010|42708|0
263152|262614|0
10026|56136|0
8220|38719|0
133840|131769|-1
20495|36944|0
1299|6639|-1
13237|6753|-1
132890|137005|-1
48239|39325|-1
264076|263075|0
7381|32410|-1
50607|203086|-1
8608|6830|0
62081|30781|0
201126|18106|0
8220|5517|-1
7015|27015|-1
58511|15802|0
44020|15623|0
15177|53828|0
30844|17557|0
31019|35805|0
53029|263508|0
50607|197418|-1
30419|57463|0
25184|49103|-1
8346|327809|-1
23106|19679|0
12182|394996|-1
36994|45352|0
2484|8218|0
263269|22548|0
56357|30844|0
20932|15361|-1
14868|52863|0
2914|34282|-1
47622|49605|0
5650|5733|-1
20485|59318|0
37187|34177|0
48526|50072|0
43996|14537|0
56630|1103|0
42337|56703|-1
24203|23951|-1
12883|34190|-1
17762|133674|-1
174|395723|-1
6939|263299|-1
9505|28359|0
8473|16347|0
13110|29501|-1
10966|29920|1
11666|31638|0
806|2653|1
12779|200108|0
262757|28669|0
2914|17113|-1
24482|35332|0
50304|35366|0
53085|52873|0
6939|48626|-1
3303|35276|-1
48159|59628|-1
262354|52554|0
174|21235|-1
7381|46484|-1
24626|44988|-1
8308|49420|-1
9125|12823|-1
5511|37552|-1
9930|6939|0
264911|263019|0
3549|13581|-1
133847|58453|0
264450|263508|0
29632|10026|0
49605|15398|0
262317|53114|0
6461|26476|-1
9080|204886|-1
3356|394800|-1
25091|39090|0
36926|4558|0
22442|29829|-1
5580|30027|-1
41095|23930|0
34224|13105|0
701|30690|-1
35297|206053|-1
18207|2914|0
2914|37148|0
1299|29990|-1
56654|23106|0
44050|37497|0
7029|17184|-1
6939|132730|-1
6939|39791|-1
16347|4761|0
14840|265063|-1
60720|34089|-1
13030|24951|0
5580|50304|-1
61044|205247|-1
27552|33083|-1
5391|1299|0
3302|60772|-1
53087|14840|0
3356|50075|-1
262955|263945|0
262949|53070|0
9304|5583|0
56534|203674|-1
16347|18705|0
15694|29272|-1
18106|28716|0
1103|8447|0
209|21803|-1
25818|8218|0
2914|7819|-1
9513|9908|1
12859|9211|0
263142|53070|0
41695|35432|0
8717|51855|-1
53158|265105|-1
8369|47842|-1
262647|14840|0
559|6661|0
11404|17451|0
3064|22549|-1
49784|38880|0
1248|32354|0
13768|2381|0
3257|22005|-1
35177|58084|-1
25933|28591|0
15412|48159|-1
4766|9850|-1
12570|205653|-1
6939|51357|-1
9002|34245|0
38880|34779|0
52863|265141|0
263444|52720|0
1221|137006|-1
266065|263152|0
34177|48362|0
42541|6939|0
680|5501|-1
174|49823|-1
29863|63201|-1
1241|2914|0
35549|44377|-1
32425|48526|0
262757|262809|0
209|36207|-1
50607|201754|-1
2914|29788|-1
1764|1103|0
47169|50261|-1
15895|51950|-1
2686|5413|0
135330|136600|-1
196925|12779|0
22645|13359|1
15547|13194|0
48066|197433|-1
200023|43531|0
1267|32934|0
8968|2162|-1
12874|41325|-1
1299|35041|-1
3356|394919|-1
29479|57208|0
8816|9304|0
262757|262908|0
28598|61790|-1
4635|22822|0
12859|24582|0
6939|13445|-1
198290|43100|0
1299|34347|-1
10026|47065|0
63927|135010|0
3356|46458|-1
24482|10848|0
262605|264268|0
18398|7543|0
13237|4766|0
701|26966|-1
37497|34309|0
263075|262572|0
47748|23106|0
13951|6643|-1
49158|20764|0
24245|6404|0
262612|28186|0
174|33260|-1
264485|52873|0
4750|131460|-1
53067|53238|0
3356|13955|-1
16735|265103|-1
34224|49820|0
22773|39996|-1
7385|6619|0
51528|51279|-1
6661|42669|0
14537|5392|0
6661|39704|0
4927|14361|0
38809|17561|-1
61829|52905|-1
37100|18059|0
2874|37100|0
29226|198210|-1
263075|28183|0
1299|24202|-1
38333|41135|-1
263508|61704|0
31287|20616|0
24778|24867|-1
264142|1916|0
701|10823|-1
12859|39309|0
55410|23901|-1
6461|15278|-1
58308|59689|0
6939|201843|-1
6677|39472|-1
20001|7024|-1
28284|52863|0
3223|43289|0
51405|34572|0
265475|22548|0
50911|8492|0
209|20352|-1
3356|7311|-1
47645|59740|-1
263651|263990|0
34288|14061|0
13237|15399|0
44684|24482|0
23243|263231|-1
24295|58648|-1
16276|1916|0
3352|201748|-1
35575|49485|-1
202109|51043|0
1968|46905|-1
262673|264911|0
30844|20886|0
8462|12779|0
30781|7363|0
1239|25942|-1
12389|41070|-1
30844|327995|0
57463|8601|0
4787|56240|-1
27975|61499|-1
46873|11666|0
1239|55265|-1
53115|262982|-1
3356|56638|-1
47872|8595|0
15773|6667|0
15557|60697|-1
1103|42861|0
6939|15562|0
9848|17592|-1
48918|59745|-1
8283|15802|0
12779|50837|0
6461|26057|-1
199324|24482|0
57588|57585|-1
197592|2|-1
6697|58511|0
34224|34868|0
42708|55818|0
39737|6667|0
22822|1280|0
3292|9158|0
50300|5413|0
58511|197692|0
28329|52858|-1
1916|262955|0
203629|136258|-1
12956|22927|-1
25091|55818|0
27630|52320|0
38880|9443|0
20562|39179|0
2828|18957|-1
6939|45474|0
1299|39647|-1
34968|49605|0
6830|61057|-1
45352|60718|0
9505|131486|0
63956|7600|0
8218|8632|0
174|39480|-1
14361|8781|0
19151|6774|0
262854|265301|-1
3356|11089|-1
8763|34288|0
20940|7029|0
31019|9197|0
1585|1554|1
34288|45758|0
264480|263508|0
33491|7968|-1
7922|29863|-1
57463|44050|0
6939|61910|0
1299|395512|-1
54113|1267|0
59655|37100|0
852|63035|-1
4637|6498|-1
4637|7418|-1
61878|14840|0
44356|58425|-1
20495|8220|0
8437|44353|-1
13030|39122|0
25933|263043|0
13977|36857|-1
4637|7575|0
3257|20878|-1
8220|3173|-1
16735|28307|0
14085|30674|-1
266302|52940|0
21385|2603|0
174|6118|-1
9505|14742|0
37594|36892|-1
263508|264877|0
53828|33302|0
1764|39508|-1
61730|263152|0
3356|10461|-1
38883|132448|-1
6939|24608|-1
45458|132479|-1
132323|134895|-1
8492|38016|0
1267|38193|0
28220|265948|0
29075|1103|0
25933|8674|0
37179|328013|-1
57928|49463|0
12874|34978|-1
45352|4844|0
52320|15933|0
20459|37468|0
9902|63541|0
174|29691|-1
12302|56744|-1
6663|8368|0
59414|48461|0
174|55203|-1
7018|4267|-1
8680|48768|-1
34288|13250|0
2687|4826|0
174|50343|-1
9304|17555|-1
52873|263484|0
3320|203245|-1
45352|14537|0
6830|31457|-1
4637|6306|-1
6939|12822|-1
264911|265095|0
28329|267156|0
174|394235|-1
37497|5583|0
58717|24389|-1
8220|39678|-1
31133|5495|-1
11432|53067|0
21859|24441|0
5580|60068|0
47626|47872|0
20001|25640|-1
17494|9498|0
31019|48296|0
12859|12931|0
49218|9002|0
28657|25933|0
25091|198551|0
5690|22652|0
4323|26529|0
28909|8928|0
29535|203567|-1
29802|7738|0
6830|12827|-1
52981|16735|0
52106|204049|-1
24482|10003|0
34177|63949|0
262288|265002|-1
3549|40215|-1
4657|2497|0
7018|30171|0
19332|28378|-1
45017|41565|-1
19016|1403|0
2914|12180|-1
4323|11962|-1
306|342|1
4637|63691|-1
6939|41717|-1
50304|199335|0
53828|32098|0
3491|9263|-1
262493|1916|0
12041|21232|0
4323|54417|-1
43260|201534|-1
11664|14845|-1
9304|200020|0
34288|61319|0
13329|395165|-1
6774|34762|0
1680|3741|0
6939|205919|-1
39072|29075|0
6939|202220|-1
5588|42746|-1
16735|264344|0
25091|9498|0
3549|40276|-1
18398|136417|-1
9178|60474|-1
1239|396184|-1
40300|55943|-1
50384|62062|-1
9505|58645|0
4323|22674|-1
196670|34019|0
2613|39405|0
11835|262757|0
7738|263278|-1
266360|52863|0
19016|17017|0
6939|197201|-1
33788|24757|-1
51167|5394|0
52873|267649|0
34119|24482|0
6762|3163|-1
23106|61894|-1
33567|25695|-1
30094|4788|0
8218|12578|0
200561|6939|0
53708|11090|0
41811|8262|0
10026|53813|-1
3356|18759|-1
9394|4637|0
263124|265089|-1
3549|53719|-1
23738|7575|0
34141|31019|0
12693|37100|0
4637|136175|-1
1916|11802|-1
12696|198290|0
9009|39602|-1
4323|13492|-1
38090|31019|0
3549|19940|-1
263077|28220|0
55699|136871|-1
5650|3728|-1
28329|52965|0
58511|58530|0
57463|50204|0
264564|265077|-1
45352|5413|0
44124|48446|-1
174|205680|-1
48200|12552|0
3269|198013|-1
6661|42543|0
29467|52320|0
20712|198722|-1
1267|6834|0
20764|34141|0
44444|55410|0
42313|60471|-1
12779|42707|0
42337|39074|-1
15924|15897|-1
15547|8717|0
263444|262462|-1
1299|29422|-1
53090|25933|0
20940|21342|1
14840|6505|0
131284|137040|-1
45352|206264|0
33353|24516|0
4637|38304|-1
3267|20549|-1
34019|12678|0
52863|262317|0
27630|20764|0
15435|4788|0
25933|28284|0
25408|13215|-1
37497|198047|0
9304|13237|0
25091|33965|0
25180|51185|0
3257|394346|-1
55536|9304|0
24482|35916|0
58511|33011|0
10834|262258|-1
13237|29259|0
263601|52873|0
786|56670|-1
8928|8308|-1
22773|29729|-1
3356|32176|-1
263945|13414|0
7738|262547|-1
53062|267177|-1
6830|49520|-1
262757|52650|0
42707|16347|0
5511|10282|-1
4755|200614|-1
25151|13030|0
3356|47000|-1
6128|18808|-1
265184|25933|0
262952|52863|0
6939|133535|-1
44943|9002|0
367|27030|-1
1299|53727|-1
3356|22652|-1
13237|8359|0
9002|1140|0
202109|5588|0
38880|42949|0
8732|15850|-1
53065|266472|-1
8966|38880|0
174|134813|-1
36351|1798|0
13335|4181|0
2854|24913|-1
9583|135082|-1
5580|50607|-1
3491|134078|-1
32354|395478|0
27272|36030|1
57344|199221|-1
174|200064|-1
28745|207128|-1
39351|198721|0
24482|198440|0
57463|199708|0
6461|12888|-1
16097|6667|0
265187|1916|0
33651|40039|-1
12399|3741|0
38199|4769|-1
6830|5466|0
34288|41405|0
12741|204131|-1
5588|51774|-1
31549|47285|-1
12779|206934|0
198290|57537|0
262307|52720|0
15388|24482|0
8452|37003|-1
701|4969|-1
53181|264024|-1
1299|29571|0
31019|33353|0
174|12975|-1
42541|12695|0
24516|12678|0
9498|58405|-1
56340|24482|0
7029|394551|-1
8218|6659|0
7018|11992|-1
37100|20634|0
20764|8997|-1
9050|199498|-1
263508|263985|0
25180|36224|-1
4635|135158|0
6503|28519|-1
1887|24597|-1
24323|133430|-1
328114|37497|0
6939|62818|-1
264268|28178|0
4258|11608|-1
38880|1547|0
49605|3356|0
52873|262360|0
43531|8676|0
58308|206720|0
16735|264268|0
53070|22177|0
15169|8426|0
10282|13030|0
57463|34092|0
4651|7473|0
47065|51185|0
33651|393355|-1
24482|17017|0
46887|18884|-1
196638|15800|-1
7015|36717|-1
6939|394996|-1
15623|12576|0
28929|20836|0
3816|263719|-1
12668|60947|-1
135607|45499|-1
263265|52873|0
18678|262159|-1
48424|43058|-1
59750|39351|0
262589|19200|-1
35805|49364|-1
35600|25091|0
37353|37168|0
2914|9104|0
1299|11096|-1
6461|54957|-1
52873|28212|0
28173|262612|0
38758|4637|0
47172|3267|0
18106|4675|0
43350|8426|0
28135|25933|0
174|199668|-1
3549|53814|-1
263009|263152|0
5580|206689|-1
27064|724|1
8717|198280|-1
852|32121|-1
8167|28283|-1
4323|62681|0
32425|11686|0
20562|59701|-1
16735|52632|-1
4657|11003|-1
28220|18881|0
6830|197818|-1
63859|56248|-1
812|5740|-1
42841|4657|0
54182|62596|-1
37100|15965|0
4788|33873|0
264053|262757|0
198385|8447|0
34288|47626|0
6739|28977|-1
12731|29380|-1
263646|53067|0
34288|286|0
62874|204646|-1
12989|13030|0
5588|25070|-1
6939|25885|-1
7473|203926|-1
10886|5723|-1
7303|265709|-1
3257|52101|-1
9002|35699|0
44185|6830|0
52720|10954|0
9008|48968|-1
9498|135191|-1
6461|13977|-1
8881|14061|0
7628|24516|0
1680|205650|-1
5650|31843|-1
6939|265442|-1
53067|266081|0
29075|21349|0
41508|50607|0
714|22652|0
11796|16735|0
6939|327950|-1
8280|25091|0
10796|64239|-1
50606|200755|-1
6939|50522|-1
209|11261|-1
3267|43531|0
24482|16174|0
265399|262419|-1
55410|24309|-1
174|197075|-1
5580|9293|-1
6939|34688|-1
37100|12290|0
6922|16600|-1
12722|6939|0
18119|24347|-1
263110|53067|0
34209|53459|-1
262740|263152|0
24940|16347|0
50763|12779|0
2914|199335|-1
33652|393643|-1
264426|262757|0
174|11868|-1
4826|7012|0
101|17579|0
6461|13750|-1
16397|266474|-1
28186|264243|-1
264383|263508|0
2914|52877|-1
9002|202053|0
14840|267636|0
7029|53286|-1
8928|6894|0
263508|262881|0
264135|16735|0
20080|13030|0
23498|10808|-1
3356|23365|-1
174|13819|-1
61440|16087|-1
3549|26178|-1
9318|1280|0
39637|57463|0
9299|39797|-1
9498|56224|-1
852|32590|0
3549|205418|-1
6939|17077|-1
48526|33763|0
7018|395625|-1
6507|577|0
4323|4869|-1
52930|264911|0
7018|35917|-1
10026|31529|0
15399|37027|-1
8966|34177|0
45352|37678|0
7018|3455|-1
31424|204631|-1
3561|38191|-1
206059|43100|0
28665|22548|0
3269|33986|0
4621|45847|1
3356|7088|-1
8767|202716|-1
9002|206405|0
6939|13816|-1
6939|35030|-1
28329|263081|-1
263347|1916|0
35985|395593|-1
34984|8386|-1
6939|26077|-1
1299|4648|-1
7606|18117|0
4181|8359|0
20080|203724|0
9930|38868|-1
197000|3303|0
3356|30013|-1
264455|263075|0
23498|47102|-1
328145|22355|0
33330|9505|0
6128|395652|-1
174|12804|-1
25933|61913|0
174|1408|-1
264009|262317|0
52863|263369|0
53070|28169|0
7303|28065|-1
34224|16024|0
6939|45884|-1
266525|1916|0
17639|23673|0
45352|44843|0
263530|1916|0
174|32171|-1
7018|17233|-1
17439|132542|-1
15766|15547|0
5588|31676|-1
6939|47302|-1
39608|49332|-1
9583|135729|-1
20485|30960|-1
43531|7342|0
6181|20041|-1
6762|28573|0
46887|18628|-1
3216|5495|-1
49463|48296|0
3356|18815|-1
8468|12876|0
5588|48963|-1
8283|8881|0
8607|41095|0
48971|3250|-1
8075|15547|0
327894|37353|0
6939|27618|-1
4766|45407|-1
263075|263541|0
3356|203267|-1
4258|52320|0
7738|263108|-1
32787|17209|-1
39202|14537|0
2914|3927|-1
12552|39658|-1
29479|47869|0
6939|56511|-1
7018|32461|0
9009|34288|0
30781|197662|-1
262323|263075|0
9498|45264|-1
3356|21947|-1
51185|33011|0
3257|19637|-1
7649|135314|-1
133064|133611|1
47872|8403|0
19693|1403|0
46887|23500|-1
26878|32019|-1
202119|10026|0
262757|265075|0
396507|6939|0
9121|15464|-1
2914|36143|-1
6453|42912|-1
4181|10788|-1
12969|31441|-1
44600|43496|-1
6762|7162|-1
1299|394434|-1
4637|60825|-1
37100|21476|0
33491|395691|-1
7473|12859|0
29119|48427|-1
23655|136499|-1
4788|3257|0
39202|8426|0
1248|9505|0
20714|44630|-1
9498|135247|-1
262847|263542|0
204264|52320|0
10026|9924|0
8767|44973|-1
36408|16347|0
7473|9226|-1
52320|263853|0
5588|42361|-1
3356|202187|-1
264268|53158|0
7029|23162|-1
51235|25124|-1
53070|262856|0
3327|50794|-1
41967|51874|-1
34867|21497|0
43341|45352|0
37282|37207|-1
57463|16083|0
264911|262336|0
43531|198047|0
3255|50648|-1
1299|30953|-1
9070|48115|-1
267604|1916|0
57463|15366|0
51405|39138|0
41095|32934|0
8492|25408|0
10796|396275|-1
174|11713|-1
3549|10617|-1
9503|56304|-1
52720|263903|0
11404|6146|-1
6939|63293|-1
262807|264911|0
7385|32916|-1
40191|54182|0
22995|7575|0
200116|25091|0
8218|8400|0
209|62799|-1
44974|38880|0
7545|45768|-1
58511|21099|0
3786|7626|-1
61640|263651|0
54104|63128|-1
50384|39805|-1
4637|56308|0
12741|31267|-1
2603|6128|0
262589|28024|-1
9002|4651|0
6768|61988|-1
52195|52110|-1
50453|199247|-1
22548|53008|0
3561|396072|-1
58552|38143|-1
38001|135391|0
29791|4637|0
32653|15022|0
4713|17940|-1
61349|34224|0
2854|16347|0
6830|4837|0
209|26424|-1
8426|31216|0
174|6199|-1
3352|16383|-1
8468|12637|0
12042|20239|-1
263355|263075|0
263655|263075|0
5602|51185|0
3261|47940|-1
18119|2764|0
53167|265246|-1
28329|28667|0
14061|205402|0
33657|393473|-1
38001|60679|-1
28220|263314|0
5617|199390|-1
28571|28146|0
48145|13237|0
21021|25091|0
174|11574|-1
11666|14609|0
198290|20562|0
39543|49786|-1
22507|4323|0
6058|22573|1
262760|263445|0
12956|35228|-1
37100|197669|0
41692|52320|0
2828|31882|-1
12874|199649|-1
40191|393636|0
197922|34177|0
174|32524|-1
6730|39750|-1
14061|56630|0
41695|18059|0
24592|3352|0
265885|22548|0
58601|134437|-1
266923|263508|0
50352|43531|0
29286|57463|0
37497|39279|0
6939|36040|-1
7018|36603|-1
1273|51185|0
48885|43531|0
262950|53067|0
4755|63112|-1
39392|21430|-1
2914|22773|-1
38182|6661|0
9002|12637|0
34224|31242|0
28775|197896|-1
55410|133671|-1
174|23486|-1
57463|48822|0
25091|5539|0
11915|40477|-1
198554|5413|0
47605|196655|-1
20473|14061|0
45305|134641|-1
28359|52615|-1
39651|14061|0
6939|264861|-1
41811|16303|0
57119|43100|0
12976|42014|-1
3491|25780|-1
1273|199055|-1
6057|52720|0
29834|32354|0
32787|3457|-1
7122|394255|-1
4826|45349|0
31577|41876|-1
49463|25151|0
20860|39451|-1
7162|28571|0
2914|32538|-1
6939|20621|-1
5578|198543|-1
37468|328023|0
39600|29075|0
262818|264269|-1
11014|28066|-1
1221|55876|-1
47474|8468|0
36236|41811|0
3549|15219|-1
3356|7270|-1
17922|46028|-1
8468|5459|0
262403|52320|0
50304|13122|0
3786|17840|-1
9931|133947|-1
33651|395323|-1
16735|262545|0
174|14554|-1
28220|265187|0
262734|53029|-1
21548|5645|0
6939|202954|-1
13789|14163|-1
13760|10026|0
28349|263651|0
39442|47844|-1
49375|45352|0
262463|262757|0
35266|59897|-1
13237|25560|0
32787|12779|0
1916|263071|0
24739|201515|-1
174|60483|-1
4323|394599|-1
3320|42605|-1
2914|23746|-1
1916|11097|-1
6621|265515|-1
50218|60553|-1
263152|262906|0
41913|24115|0
1273|201917|-1
16735|28343|0
52720|61744|0
